category	paragraph_1	paragraph_2	len_paragraph_1	is_plagiarism	plagiarism_type
history	At the end of the 15th century, it was then stolen from the archive and traded by art collectors as a curiosity.	At the end of the 15th century, it was then stolen from the archive and traded by art collectors as a curiosity.	1	True	partial literal
history	Huebner made the discovery in the course of an editing project funded by the Swiss National Science Foundation. For three years, she has been working with an interdisciplinary team in collaboration with the University of Basel’s Digital Humanities Lab to examine the papyrus collection, which in the meantime has been digitalized, transcribed, annotated and translated. The project team has already presented the history of the papyrus collection through an exhibition in the University Library last year. They plan to publish all their findings at the start of 2019.	The facts of this recent event, which went largely unnoticed by a distracted world, are quickly laid out: In early July of this year, Turkey’s Council of State debated annulment of the 1934 decision to convert Hagia Sophia to a museum. The outcome of this debate was a forgone conclusion, as the Council was packed with loyalists to President Erdogan, the Islamist head of state, who had also served as Prime Minister from 2004-2014. On July 14, the Council voted to proceed and it was announced that the first Islamic prayers would be held inside the building on July 24. The screen capture below, from the Turkish government’s website, shows how quickly this decision was implemented.	4	False	non-plagiarism
history	With the end of the editing project, the research on the Basel papyri will enter into a new phase. Huebner hopes to provide additional impetus to papyrus research, particularly through sharing the digitalized collection with international databases	With the end of the editing project, the research on the Basel papyri will enter into a new phase. Huebner hopes to provide additional impetus to papyrus research, particularly through sharing the digitalized collection with international databases	2	True	literal
history	As papyri frequently only survive in fragments or pieces, exchanges with other papyrus collections are essential. “The papyri are all part of a larger context	We do not know when Plotina adhered to Epicureanism, at any rate towards the last years of her life (she died in late 122 or early 123). Her letter to Hadrian reveals that she acted as an intermediary for the Athenian Epicureans with whom she appears to have enjoyed a personal relationship	2	False	non-plagiarism
history	People mentioned in a Basel papyrus text may appear again in other papyri, housed for example in Strasbourg, London, Berlin or other locations. It is digital opportunities that enable us to put these mosaic pieces together again to form a larger picture.”	In addition, Titus Lucretius Carus, an Epicurean poet of the late Roman republican era (1st century BC), wrote a Latin hexameter poem On the Nature of Things devoted to Epicurean physics. Short citations of Epicurus’ works also appear in other writers such as Seneca, Plutarch who were very knowledgeable about Epicurean teachings.	2	False	non-plagiarism
history	It’s a great place to sit in the shade and enjoy a gelato. The base of the Flaminian Obelisk in the Piazza del Popolo on the northern end of Rome’s ancient quarter offers views of the twin churches of Santa Maria dei Miracoli and Santa Maria di Montesanto. But while enjoying the outlook, take a few minutes to marvel at how this 23-metre chunk of granite ended up where it has.	However, the German frontier was probably his absolute goal. If that was the case, as argued by Birley (1997), there is no reason to believe that he stayed in Lugdunum over such a long period and that he continued to journey north towards the Rhine only in the spring of 122	3	False	non-plagiarism
history	The Flaminian Obelisk was carved at the height of Egypt’s New Kingdom, during the reign of Seti I (1290 to 1279 BCE), the father of Ramesses the Great. “Carved” is a rather clinical expression for an astounding feat of engineering. Quarrying and moving a 263-ton chunk of granite – with the additional issue of not having access to any metal harder than bronze – is no mean feat.	“Carved” is a rather clinical expression for an astounding feat of engineering	3	True	partial literal
history	The process used by the Egyptians was surprisingly straightforward. Initially, they levelled off the ground above a vein of granite. Then the rough shape of the obelisk was marked using hard stone pounders. Channels were carved in the rock around the shape of the obelisk before it was separated from the bedrock entirely by carving under its bulk.	The process used by the Egyptians was surprisingly straightforward. Initially, they levelled off the ground above a vein of granite	4	True	partial literal
history	At the height of the Roman Empire, “Egyptianising” architectural elements became very popular. Sites such as the Villa Adriana in Tivoli, built in the second century CE as a retreat for Emperor Hadrian, is positively lousy with Egyptianised statues and architectural elements – including an Egyptian-style shrine dedicated to the emperor’s lover, Antinous.	With this, the journey of the Flaminian Obelisk from an ancient Egyptian tribute to the sun god to a Renaissance curio was completed. But the monument’s impact on history continued – in 1921, a year before seizing power after the March on Rome, Benito Mussolini (1883-1945) led a march past the obelisk during the Third Fascist Congress. Later on, the Flaminian Obelisk and the many other Egyptian and Roman obelisks found throughout the city prompted the dictator to create his own: a massive 300-ton marble behemoth which still stands in Foro Italico (then Foro Mussolini) bearing the Latin inscription MVSSOLINI DVX(Mussolini, the Leader).	2	False	non-plagiarism
history	While these imitations of Egyptian styles and fashions (creatively altered for a Roman audience) were extremely popular, several Roman rulers went a step further. Rather than simply imitating Egyptian architecture, they brought some home with them from Egypt.	The process used by the Egyptians was surprisingly straightforward. Initially, they levelled off the ground above a vein of granite. Then the rough shape of the obelisk was marked using hard stone pounders. Channels were carved in the rock around the shape of the obelisk before it was separated from the bedrock entirely by carving under its bulk.	2	False	non-plagiarism
history	After the defeat of Cleopatra and Mark Anthony in 30 BCE, the first Roman emperor, Augustus Caesar, set his sights on the Flaminian Obelisk which had remained for more than 1,200 years at Heliopolis. To commemorate his comprehensive victory, Augustus opted to bring the obelisk back to Rome on a specially designed vessel, which was later destroyed in a fire in Puteoli.	After the defeat of Cleopatra and Mark Anthony at 30 BC, First Roman Emperor, Augustus Caesar, determined his views on the fixed Flaminian Obelisk for more than 1,200 years in Heliopolis. To commemorate his comprehensive victory, Augustus chose to bring the obelisk back to Rome on a specially designed ship, which was then destroyed in the fire in Puteoli. 	2	True	paraphrase
history	Upon its arrival in Rome, Augustus added a Latin inscription underneath the far older hieroglyphs of the obelisk, extolling his own triumphs as the new ruler of Egypt. To show off his achievement, he ordered the obelisk raised at Circus Maximus.	Upon its arriver in Rome Augustus added letter a Latin inscription underneath the far old hieroglyphs of the obelisk extolling his ain triumphs as the new rule of Egypt To she disconnected his achievement he sequential the obelisk raised atomic number 85 carnival Maximus 	2	True	structural change
history	As Christianity rose to prominence and became the official state religion of the Roman Empire, the arena fell into decay and flooding eventually toppled the obelisk. It was gradually buried in alluvial soil, lying undiscovered for nearly 1,000 years until it was unearthed at the height of the Italian Renaissance in 1587.	When Christianity rose to stand out and became the official religion of the Roman Empire, the arena fell to decay and floods finally summed the obelisk. It was gradually buried in alluvial land, lying was not found for almost 1,000 years until it was interpreted at the peak of the Italian Renaissance in 1587. 	2	True	paraphrase
history	A product of the Italian Renaissance, Pope Sixtus V (1521-1590) embarked on a wide-ranging programme of urban renewal in Rome shortly after his election to the Papal Throne. Ironically, while he is credited with reerecting no less than four ancient obelisks in Rome, he had very little appreciation for the city’s own antiquity, ordering several ancient monuments demolished and the stone reused as building material.	The decisive evidence came from Italy – an expert saw parallels to the famous Ravenna papyri from the chancery of the Archdiocese of Ravenna. These include many antique manuscripts from Galen, which were later used as palimpsests and written over	2	False	non-plagiarism
history	When the Flaminian Obelisk was rediscovered in 1587, Sixtus charged the noted architect Domenico Fontana (1543-1607) with the task of raising the monolith in Piazza del Popolo (at that time a place of public executions), a task which he accomplished in 1589. Fontana was experienced in the art of raising obelisks – three years earlier, he had been responsible for placing the Vatican obelisk (which is heavier than the Flaminian obelisk by nearly 100 tons) in St Peter’s Square. In an attempt to detract from the quite obvious pagan nature of the monuments, both were crowned with large crosses.	Christol, Michel and Marc Heijmans. (1992)	3	False	non-plagiarism
history	With this, the journey of the Flaminian Obelisk from an ancient Egyptian tribute to the sun god to a Renaissance curio was completed. But the monument’s impact on history continued – in 1921, a year before seizing power after the March on Rome, Benito Mussolini (1883-1945) led a march past the obelisk during the Third Fascist Congress. Later on, the Flaminian Obelisk and the many other Egyptian and Roman obelisks found throughout the city prompted the dictator to create his own: a massive 300-ton marble behemoth which still stands in Foro Italico (then Foro Mussolini) bearing the Latin inscription MVSSOLINI DVX(Mussolini, the Leader).	With this the journey of the Flaminian dagger from Associate in Nursing past Egyptian tribute to the sun god to a Renascenc curiosity was completed simply the monument’s impact on history continued – in 1921 A year in front prehension mogul later on the March happening Rome Benito Benito Mussolini (1883-1945) led a exhibit gone the dagger during the Third Fascist Congress subsequent on the Flaminian dagger and the many another strange African nation and papistic obelisks found throughout the urban center prompted the dictator to make over his own: A massive 300-ton marble behemoth which still stands in Foro Italico (then Foro Mussolini) bearing the Latin inscription MVSSOLINI DVX(Mussolini the Leader) 	3	True	structural change
history	The Flaminian Obelisk is a multicultural monument in many ways. It remains today in its square, a physical testament to the grandiose ideas of three rulers – each in their own way both secular and divine: Pharaoh Seti I, Emperor Augustus Caesar and Pope Sixtus V.	After her passing, Hadrian honoured her memory by wearing black for nine days. He then had her deified (like Matidia, her mother-in-law), commemorated her with a basilica in her native city (Nemausus in Gaul) and rededicated the temple he had built for Trajan to the Divine Trajan and the Divine Plotina.	2	False	non-plagiarism
history	The network drew on several substantial artefact datasets, many encompassing both legacy data (i.e. non-digital data from old excavations) and data from recent excavations, such as those from the abandoned first-century CE Italian urban site of Pompeii, well-preserved or extensive military sites in the NW provinces (e.g. Nijmegen, Vindolanda, and sites on the Antonine Wall in Scotland), and large assemblages from other urban sites which are the product of more typical archaeological site formation processes (e.g. London and Colchester in Britain, Libarna in northern Italy, and cities in the East).	The network drew on several substantial artefact datasets, many encompassing both legacy data (i.e. non-digital data from old excavations) and data from recent excavations, such as those from the abandoned first-century CE Italian urban site of Pompeii, well-preserved or extensive military sites in the NW provinces (e.g. Nijmegen, Vindolanda, and sites on the Antonine Wall in Scotland), and large assemblages from other urban sites which are the product of more typical archaeological site formation processes (e.g. London and Colchester in Britain, Libarna in northern Italy, and cities in the East).	4	True	literal
history	Internet Archaeology has been publishing on the web since 1996 and is the premier e-journal for archaeology. Click here to access Issue 50: Big Data on the Roman Table.	The best preserved and most notorious magical doll from antiquity, the so-called “Louvre Doll” (4th century AD), depicts a naked female in kneeling position, bound, and pierced with 13 needles. Fashioned from unbaked clay, the doll was found in a terracotta vase in Egypt. The accompanying spell, inscribed on a lead tablet, records the woman’s name as Ptolemais and the man who made the spell, or commissioned a magician to do so, as Sarapammon.	2	False	non-plagiarism
history	In light of this year is a bit different in the world of sports, let us take a look at Ancient Roman Gladiator ads. These ads in a time with no television or newspaper was possible through billboard status or graffiti. This post will be highlighting some graffiti inscriptions that showcase fans adoring different gladiators. In order to provide some background to some basic gladiator roles, I have included a basic description of the following.	In the light of this year it is somewhat different in the world of sports, let's look at ancient Roman gladiator advertisements. This ad in time without television or newspaper is possible through billboard or graffiti status. This post will highlight several graffiti inscriptions that show off fans who adore different gladiators. To provide a background to several basic gladiator roles, I have entered the basic description of the following things. 	4	True	paraphrase
history	The word gladiator meaning “swordsman”, from the word gladius “sword.” This is interesting because not all gladiators use a sword. Also, gladiators were often slaves with a few minor exceptions. The following are types of gladiators:	"Gladiator said which means ""Sword Sword"", from the word Gladius ""Sword."" It's interesting because not all gladiators use the sword. Also, gladiators often become slaves with some small exceptions. The following are the types of gladiators: "	3	True	paraphrase
history	was armed with a sword and they carried a shield and wore a smooth helmet. Murmillo or fish-man, wore a heavy helmet and fought with a sword, and carried a shield.	Cumis gladiatorum paria XX et eorum suppositicii pugnabunt Kalendis Octobribus III pridie Nonas Octobres. Cruciarii, venatio et vela erunt. Curiculus scriptor Lucceio salutem.	2	False	non-plagiarism
history	or fish-man, wore a heavy helmet and fought with a sword, and carried a shield. Hoplomachus fought with a lance and a dagger and carried a small circular shield.	The couple had three children, Annia Galeria Faustina (Faustina the Elder), a future Empress who would marry Antoninus Pius (Hadrian’s successor), Marcus Annius Libo, a future consul (AD 128), and Marcus Annius Verus, the future father of Marcus Aurelius. Marcus’ grandfather Verus died in 138, nearly aged ninety	2	False	non-plagiarism
history	fought with a lance and a dagger and carried a small circular shield. Thraex was dressed like a warrior from Thrace in northern Greece and was armed with a curved sword and carried a small shield.	Gods and goddesses were regularly summoned in magic. In the spell to attract Serapis, for example, Anubis is included based on his role as the god of the secrets of Egyptian magic. Hermes, a Greek god, was often included because as a messenger god, he was a useful choice in spells that sought contact with someone.	2	False	non-plagiarism
history	was dressed like a warrior from Thrace in northern Greece and was armed with a curved sword and carried a small shield. Samnite was heavily armed with a short sword and heavy shield.	Dressed like a fighters from Thrace in Greece north and armed with a curved sword and carry a small shield. Samnite is heavily armed with a short sword and heavy shield. 	2	True	paraphrase
history	was heavily armed with a short sword and heavy shield. Provocator were the only type of gladiators to wear a full breastplate and they also wore a helmet with a visor and were armed with a sword and shield.	was heavily armed with a short sword and heavy shield	2	True	partial literal
history	were the only type of gladiators to wear a full breastplate and they also wore a helmet with a visor and were armed with a sword and shield. Eques entered the arena mounted on a horse. They started their fights on horseback with lances but finished on foot with a sword.	Lugdunum was at the height of its prosperity at the time of Hadrian’s visit. It offered all the attractions of a great city and must have provided suitable accommodation for an emperor. The city boasted a forum, a temple of Roma and Augustus, a sanctuary for Cybele, a theatre, an odeon, an amphitheatre and a circus for chariot races.	3	False	non-plagiarism
history	entered the arena mounted on a horse. They started their fights on horseback with lances but finished on foot with a sword. Essedarius rode into the arena on chariots pulled by horses and was armed with both a lance and a sword.	entered the arena mounted on a horse. They started their fights on horseback with lances but finished on foot with a sword. Essedarius rode into the arena on chariots pulled by horses and was armed with both a lance and a sword.	3	True	literal
history	rode into the arena on chariots pulled by horses and was armed with both a lance and a sword. Dimachaerius fought with two daggers and little armor to weigh him down.	As papyri frequently only survive in fragments or pieces, exchanges with other papyrus collections are essential. “The papyri are all part of a larger context	2	False	non-plagiarism
history	fought with two daggers and little armor to weigh him down. Laquerarius was just like a retiarius (see above), but instead of a net, they used a lasso to trap their opponent.	fought with two daggers and young armor to weigh him down Laquerarius was just similar vitamin A retiarius (see above) simply instead of a net they used type A lasso to trap their hostile 	2	True	structural change
history	was just like a retiarius (see above), but instead of a net, they used a lasso to trap their opponent. Sagittarius was armed with a bow and wore a lightweight pointed helmet.	was just comparable a retiarius (see above) simply instead of a net they used type A lasso to trap their hostile Sagittarius was militarized with vitamin A bow and wore vitamin A unimportant acuate helmet 	2	True	structural change
history	was armed with a bow and wore a lightweight pointed helmet. Andabatus carried lances and wore helmets without eye holes and charged blindly at their opponents.	was burry with a bow and wore letter a jackanapes pointed helmet Andabatus carried lances and wore helmets without eyeball holes and charged blindly At their opponents 	2	True	structural change
history	Cumis gladiatorum paria XX et eorum suppositicii pugnabunt Kalendis Octobribus III pridie Nonas Octobres. Cruciarii, venatio et vela erunt. Curiculus scriptor Lucceio salutem.	However, the dating of these restorations is mainly due to tradition rather than scientific research. Even stratigraphic excavations and architectural decoration study have not precisely attributed these constructions or embellishments to Hadrian (Fellague, 2016)	3	False	non-plagiarism
history	In Cumae, twenty pairs of gladiators and their replacements will fight in October kalends, the day before and the day before the October nones. There will be crucified people, a hunt, in tents. Curiculus, who writes, greets Lucceius.	Once, twenty pairs of gladiators and replacement they will fight in October Kalends, the day before and the day before nones October. There will be people who are crucified, hunting, in the tent. Curiculus, who wrote, greeted Lucceius. 	3	True	paraphrase
history	Cnaei Allei Nigidi Mai quinquennalis sine impensa publica gladiatorum paria XX et eorum suppositicii pugnabunt Pompeis. Telephe summa rudis instrumentum muneris ubique vale . Diadumeno et Pyladioni feliciter.	His father was the praetor Marcus Annius Verus, who came from a wealthy senatorial family. His mother was Domitia Lucilla, the heiress of a wealthy family that owned a tile factory near Rome. She was well educated and could read Greek and Latin.	3	False	non-plagiarism
history	20 pairs of gladiators of Gnaeus Alleius Nigidius Maius, quinquennial, and their substitutes will fight without any public expense at Pompeii. Greetings to Gavillius Tigellus and Clodius	There simply was nothing else like it in on Earth. It featured the largest dome in the world for a thousand years until the completion of St Peter’s in Rome, the dome covering a space of 65,000 square feet	2	False	non-plagiarism
history	Greetings to Telephus, head gladiator instructor. Good luck, Diadumenus and Pyladio (C.I.L	Fishwick, Duncan (2002). The Imperial Cult in the Latin West	2	False	non-plagiarism
history	IV 7991 House of Trebius Valens iii.2.1)	IV 7991 House of Trebius Valens III.2.1) 	1	True	paraphrase
history	In light of this year being an inauguration year, let us take a look at Roman Political Graffiti or ads. This post will be highlighting some graffiti inscriptions that showcase men vying for particular political positions. In order to provide some background to some basic political positions – I have included a basic description of the following positions.	Epicureanism is the philosophy taught by Epicurus (341 BC – 270 BC), an Athenian philosopher who identified the goal of human life as pleasure and happiness and who maintained that the universe consisted of nothing but space and atoms. Epicurus was born on the island of Samos in 341 BC to Athenian parents who later moved to Colophon in Asia Minor	3	False	non-plagiarism
history	Praetor: A Roman magistrate, responsible for the administration of justice, they served as the supreme civil judges for legal cases. They also acted as deputies to the consuls, in particular regarding the administration of the provinces.	They are books by the Epicurean philosopher and epigrammatist Philodemus of Gadara (ca. 110 – ca	2	False	non-plagiarism
history	Aedile: A magistrate who looked after the city of Rome, its corn supply, municipal regulations, and games. The office of aedile came between quaestor and praetor in the cursus honorum (the ‘sequence of offices’ in the career of a Roman politician).	AEDILE: A judge who cared for the city of Rome, supply of corn, city regulations, and games. The Aedile office comes between questors and preetors in the Honorum course ('office order' in the career of Roman politicians). 	2	True	paraphrase
history	Duoviri:, a magistracy of two men. Duoviri perduellionis were two judges, selected by the chief magistrate, who tried cases of crime against the state.	Duoviri: Magistration of two men. Duoviri Perduellis are two judges, chosen by the head of the judge, who tried the cases of crime against the country. 	2	True	paraphrase
history	‘Marcus Cerrinius Vatia for aedile: he is worthy of this commonwealth. Messenio supports this. Written by Infantio with Florus and Fructus and Sabinus, here and everywhere.’ M(arcum) Cerrinium / Vatiam aed(ilem) o(ro) v(os) f(aciatis) seribibi / universi rogant / scr(ipsit) Florus cum Fructo.	‘Marcus Cerrinius Vatia for aedile: he is worthy of this res publica Messenio supports this Written aside Infantio with Florus and Fructus and Sabinus here and everyplace ’ M(arcum) Cerrinium / Vatiam aed(ilem) o(ro) v(os) f(aciatis) seribibi / universi rogant / scr(ipsit) Florus cum Fructo 	3	True	structural change
economy	Recent work with the Economic Complexity Index (ECI) has shown that a country’s productive structure constrains its level of economic growth and income inequality. Building on previous research that identified an increasing gap between Latin America and the Caribbean (LAC) with that of China and other High Performing East Asian Economies (HPEA), this paper compares how the diverging productive structures of the Venezuelan and Indonesian economies have impacted the generation and distribution of income in each country	late work with the Economic complexness Index (ECI) has shown that A country’s productive anatomical structure constrains its level of economical growth and income inequality construction on premature research that identified Associate in Nursing increasing gap betwixt Latin America and the Caribbean (LAC) with that of China and other High playing East Asiatic Economies (HPEA) this newspaper compares how the branching fur-bearing structures of the Venezuelan and Indonesian economies have impacted the generation and dispersion of income in apiece area	2	True	structural change
economy	I use time-series regression analysis to show the impact of economic complexity – controlling for additional economic and political variables. Moreover, this paper considers how industrial policies and the resource curse have impacted the underlying productive structure of the economy in both nations	Moreover, this paper considers how industrial policies and the resource curse have impacted the underlying productive structure of the economy in both nations	2	True	partial literal
economy	The paper argues that Indonesia’s success in diversifying its economy away from oil exportation and building a more complex economy has led to lower income inequality. Conversely, Venezuela’s increasing reliance on oil has led to higher income inequality despite substantial redistributive policies	The newspaper argues that Indonesia’s succeeder in diversifying its saving away from oil exportation and construction deoxyadenosine monophosphate more compound economic system has LED to lower income inequality Conversely Venezuela’s increasing trust on oil has led to higher income inequality despite material redistributive policies	2	True	structural change
economy	Finally, the paper discusses how LAC reliance on the exportation of commodities has serious implications for income inequality because the productive structures of an economy also act as structural constraints on income inequality.	The MP also investigated Alberto Youssef, a black market dollar dealer who was already familiar to the Federal Police. In 2013, telephone interceptions monitored conversations among several dollar dealers in order to obtain further information on the criminal organizations charged with money laundering (MPF, 2016)	1	False	non-plagiarism
economy	Increasing income inequality has been a point of concern in many nations over the last 30 years. Political scientists and economists to better understand the causes of rising income inequality; however, research remains in dispute	Increased income inequality has been a concern for many countries for the past 30 years. Political scientists and economists to better understand the cause of increasing income inequality; However, research remains in disputes 	2	True	paraphrase
economy	Rising income inequality has been shown to lead to slower economic growth by depressing aggregate demand and stagnating wages, while also leaving households relying on debt to maintain spending. New research done at the Massachusetts Institute of Technology has found the underlying productive structures of a country’s economy as a contributing factor for the level of income inequality observed (Hartmann, Guevara, Jara-Figueroa, Aristarán, & Hidalgo, 2017)	Bhabha’s conception of hybridity may help us elucidate further how cultural mimesis in DMV works. Bhabha holds that postcolonial subjects exist at the “in-between” or “splitting” of cultural consciousness that inevitably places the colonized subject in a state of hybridity by creating a unique space of enunciation, “The social articulation of difference, from the minority perspective, is a complex, on-going negotiation that seeks to authorize cultural hybridities that emerge in moments of historical transformation.” What these postcolonial hybridities necessitate is some degree of mimicry for them to be constituted as a hybridized entity otherwise the very notion of a hybridized postcolonial identity fails to obtain	2	False	non-plagiarism
economy	According to the World Bank, rising income inequality in developing countries has been linked to the underlying productive structure of a country’s economy. The majority of new studies that measure the productive structures of an economy use the new Economic Complexity Index (ECI).	The majority of new studies that measure the productive structures of an economy use the new Economic Complexity Index (ECI).	2	True	partial literal
economy	Analysis of countries’ productive structures done during the twentieth century was simplistic: only measuring economic diversity by assessing the percentage of individuals employed by agriculture, manufacturing and service sectors (Hartmann et al., 2017). This approach was developed by Albert O	"According to an ANZ Bank analyst, the ASEAN countries will likely structure their economies to match their resource endowments, with Singapore and Malaysia developing ""into service and financial hubs for the region"" while Indonesia, the Philippines, Thailand and Vietnam move into middle-end manufacturing, while Myanmar, Laos and Cambodia, will leverage on its physical resources for lower-value manufacturing.18 This indicates that no particular industry will see inefficient and large-scale production of any goods or services. Instead, countries largely avoid the narrow concentration of industrial efforts on similar products and focus on their niche areas of production"	2	False	non-plagiarism
economy	Hirschman, an economist. Despite its intuitive nature, it was too broad a measure, in part due to sectors not being adequately defined or uniformly measured	https://doi.org/10.1016/0305-750X(91)90205-V	2	False	non-plagiarism
economy	The limitations of Hirschman and others’ approaches necessitated the need for the Economic Complexity Index (ECI), which is designed to measure the sophistication of a country’s productive structure by combining information about the diversity of its products (the number of products) and the ubiquity of its products (the number of countries that export each product)(Hartmann et al., 2017). A higher ECI is a representation of a more complex economy	The limitations of the Hirschman approach and others require the need for the economic complexity index (ECI), which is designed to measure the sophistication of the productive structure of a country by combining information about the diversity of products (number of products) and ubikity. The products (the number of countries that export each product) (Hartmann et al., 2017). Higher ECI is a representation of a more complex economy 	2	True	paraphrase
economy	Conversely, a lower ECI indicates low diversity and high levels of ubiquity in the goods a country produces.	The Times of Israel. (January, 12, 2020)	1	False	non-plagiarism
economy	More simply, the ECI provides a useful rank order that places nations with similar exports near each other. Using United Nations (UN) export data, the ECI sorts the diversity and ubiquity of all countries’ exports for a given year and generates a ranking using both measures to correct for each other mathematically. Note that diversity captures how many exports a country is competitive in and ubiquity captures what type of exports. The ECI combines ubiquity and diversity and attempts to infer about countries productive capabilities or complexity by making relative comparisons across export baskets (Mealy, Farmer, & Teytelboym, 2017).	Simpler, ECI provides a useful ranking order that places a country with similar exports close to each other. Using UN Export Data (PBB), ECI sorted diversity and everywhere from the export of all countries for a certain year and produced ratings using both steps to improve each other mathematically. Note that the diversity captures how many export a country is competitive and everywhere capture what type of export. ECI combines ubiquity and diversity and efforts to conclude about the country's productive ability or complexity by making a relative comparison of export baskets (Mealy, Farmers, & Teytelboym, 2017). 	4	True	paraphrase
economy	Figure 1 illustrates how the ECI provides a rank ordering of countries in terms of export similarity. For example, developed countries, such as the United States, Japan, and Germany have high ECI and produce complex goods like medical equipment and other capital goods	Figure 1 illustrates how the ECI provides letter a conspicuous ordering of countries in terms of exportation law of similarity For good example mature countries much as the United States Japan and Germany have high ECI and produce building complex goods care learned profession equipment and other capital goods	2	True	structural change
economy	Conversely, developing countries, such as Bangladesh, Laos, and Cambodia have low ECI and produce simpler labor-intensive goods like textiles. Panel (a) shows how countries with a positive ECI are on the right segment of the graph and countries with negative ECI fall on the left segment	Thus, the KHB needs a security scanner able to handle shipping containers to decrease the cost to Palestinians of using the Jordanian Port.	2	False	non-plagiarism
economy	The network visualization in Panel (b) depicts country nodes with color corresponding their ECI value; shades of green represents positive ECI values and shades of pink represent negative values. Connections between nodes represent similar exports.	Alessi, Gil. 2016	2	False	non-plagiarism
economy	The ECI is a new measure of underlying productive structures, but prior endogenous growth models have also emphasized the importance of knowledge accumulation as well as product diversification and specialization as critical drivers of economic growth (Natarajan, 2013). In this respect, the ECI is not revolutionary as much as it is evolutionary as it attempts to quantify the productive knowledge in a given country’s economy by observing the goods it produces.	The customs union promotes Palestinian reliance on Israeli products while making foreign non-Israeli products more expensive as the PNA cannot lower the VAT more than 2% below the Israeli VAT (Elkhafif et al., 2014, pp. 9-10)	2	False	non-plagiarism
economy	As mentioned, the Atlas of Economic Complexity uses UN export data to compute the ECI; this reliance on export data means it may be a less accurate measurement for the productive capabilities of larger economies, such as the US, which are service-based on not substantial exporters (Natarajan, 2013). Theoretically, the ECI formulas could be modified to use data on the composition of both goods and services, but the lack of a comprehensive data set and uniform categorization of services make this difficult if not impossible. Despite these issues, the ECI remains relevant when considering developing countries where exports are a substantial part of the domestic economy. With regards to Indonesia and Venezuela exports represented over 25% of both countries’ GDP, on average, for the time period under consideration (World Bank, 2016).	As mentioned, the ATLA economic complexity uses UN export data to calculate ECI; Dependence on this export data means it may be a measurement that is less accurate for productive capabilities from a larger economy, such as the US, which is based on non-substantive exporters (Natarajan, 2013). Theoretically, the ECI formula can be modified to use data on the composition of goods and services, but the lack of a comprehensive data collection and uniform service categorization makes this difficult if it is not possible. Apart from these problems, ECI remains relevant when considering developing countries where exports are a large part of the domestic economy. In connection with Indonesia and the export of Venezuela represents more than 25% of GDP of the two countries, on average, for the period of time considered (World Bank, 2016). 	4	True	paraphrase
economy	Statistical analysis from previous studies using the ECI has found it a significant predictor of economic growth and income inequality (Hartmann et al., 2017; Hartmann, Jara-Figueroa, Guevara, Simoes, & Hidalgo, 2016; C. A	While increased growth of a middle class and currency interactions were important to the demise of European feudalism, the European enlightenment movement in the 18th century was the biggest stifling factor of the feudal system.	2	False	non-plagiarism
economy	Hidalgo & Hausmann, 2009). The ECI is statistically a more accurate predictor of per capita GDP growth than measures of governance, competitiveness (World Economic Forum's Global Competitiveness Index), and human capital (as measured in terms of educational attainment) (Hausmann et al., 2011)	Hidalgo & Hausmann, 2009). ECI Statistically is a more accurate predictor of GDP growth rather than governance measures, competitiveness (global competitiveness index world economic forum), and human resources (as measured in terms of education achievement) (Hausmann et al., 2011 ) 	2	True	paraphrase
economy	Hartmann’s most recent study observed that the variety of products a country produces acts as a predictor of an economy’s given path of specialization and level of economic growth (see Figure 2). Multiple other studies have also observed a strong correlation between a country’s level of economic complexity (ECI) and the corresponding level of income inequality between 1968 and 2008 (Gala, Rocha, & Magacho, 2018; Hartmann et al., 2017, 2016).	In this, it seemed to be reasserting precisely the claims to universality of the modern regime of power. And in the end, by successfully terminating the life of the colonial state, nationalism demonstrated that the project…could be carried forward only by superseding the conditions of colonial rule.	2	False	non-plagiarism
economy	Figure 2: Bivariate relationship between economic complexity and income inequality from “Linking Economic Complexity, Institutions and Income Inequality” by D. Hartmann, Guevara, Jara-Figueroa, Aristarán, & Hidalgo, 2017	The regression analysis in Table 1 also shows that the Indonesian economy has followed the global general trend with higher economic complexity (ECI) being a significant predictor of lower income inequality as measured by the Gini. Overall the model has relatively high predictive value with an R2 value of 0.6448, indicating that 64.48% of the change in the dependent variable is due to change in the independent variables.	2	False	non-plagiarism
economy	Figure 2 illustrates a bivariate relationship, using the Economic Complexity Index (ECI) as the independent variable, between economic complexity and income inequality across different decades from 1963-2008. The graphs illustrate how the ECI is negatively correlated with the Gini coefficient – after controlling for GDP per capita and other macroeconomic indicators	Okinawa, the History of an Island People. Rutland, Vermont: C.E	2	False	non-plagiarism
economy	However, the negative relationship between economic complexity and income inequality is stronger (R2=0.58) than the relationship between income inequality and GDP per capita (R2=0.36). Furthermore, the figure shows that the negative relationship between income inequality (Gini) and economic complexity (ECI) remains stable from 1963-2008	While it may seem wise to disaggregate public punishment and government punishment, this is not necessary.	2	False	non-plagiarism
economy	Several other studies have also quantified and shown that, across all decades, there exists a negative relationship between economic complexity and income inequality (Gala et al., 2018; Hartmann et al., 2016; Hausmann et al., 2011).	This methodological obstacle is circumvented by assuming that what information was known by the public was also known by the government, and vice versa. Therefore, in this model, the degree of awareness by either the public or the sanctioner government of the MNC sanction-busting operation is the single input used to derive the conspicuity disincentive	1	False	non-plagiarism
