category	paragraph_1	paragraph_2	len_paragraph_1	is_plagiarism	plagiarism_type
covid19	Namun pemerintah mengabaikan masukan-masukan tersebut. Pemerintah tetap menerapkan strategi pelonggaran ekonomi, pilkada dan liburan panjang di masa pandemi. Akibatnya sesuai perkiraan sebelumnya terjadi ledakan kasus yang lebih besar pada bulan Desember dan Januari dibandingkan periode sebelumnya.	Namun penguasa mengabaikan masukan-masukan a Pemerintah konsisten menerapkan cetak biru pelonggaran perdagangan pilkada beserta liburan berjarak pada abad hawar Akibatnya bertimbal perkiraan sebelumnya berjalan letupan afair nan lebih besar lega bulan Desember dan Januari dibandingkan abad sebelumnya 	3	True	structural change
covid19	Pada hari terakhir minggu pertama Januari (7/1) misalnya, jumlah penduduk yang dikonfirmasi positif Covid-19 bertambah sebanyak 9.321 orang. Ini adalah rekor tertinggi kasus harian Indonesia sepanjang 10 bulan pandemi. Ini juga mengindikasikan situasi Covid-19 nasional sedang mengarah pada kondisi 10 ribu kasus konfirmasi per hari ke depannya.	Pada musim terakhir minggu pertama Januari ( 7/1 ) misalnya besaran penduduk nan dikonfirmasi bermanfaat Covid-19 berangkat sebesar 9 321 individu Ini ialah rekor tertinggi afair surat kabar Indonesia sejauh 10 kamar pandemi posisi Covid-19 juga diindikasi Ini dalam negeri pantas condong di status 10 ribu perkara konfirmasi per musim ke depannya 	3	True	structural change
covid19	Sementara itu dalam satu minggu pertama Januari jumlah penduduk yang dinyatakan terinfeksi Covid-19 bertambah sebanyak 54.525 orang dan 1.382 meninggal dunia. Pertambahan kasus positif Covid-19 pada minggu pertama Januari ini lebih besar 1,3 kali lipat kasus baru minggu pertama bulan Desember dan 2,3 kali lipat kasus di minggu pertama bulan November. Pertambahan kasus minggu pertama Januari juga lebih besar dari jumlah kasus baru selama 31 hari bulan Juli dengan kasus sebanyak 51.991.	Sejak dilaksanakannya PPKM Mikro, pertumbuhan kasus positif dan kematian Covid-19 memang mengalami pelambatan di sebagian wilayah Indonesia. Tetapi harus diingat bahwa berbagai indikator menunjukkan pandemi di Indonesia belum berada pada level terkendali dan pertumbuhan kasus masih tinggi.	3	False	non-plagiarism
covid19	Ledakan kasus Covid-19 ini juga mendorong pandemi ke arah yang gawat, yaitu dengan melonjaknya jumlah penduduk yang meninggal karena Covid-19. Jumlah kematian pada minggu pertama Januari lebih tinggi 1,5 kali lipat dibandingkan dengan kematian minggu pertama Desember dan 1,8 kali lipat dibandingkan dengan minggu pertama November. Jumlah kematian minggu pertama Januari ini juga lebih tinggi dibandingkan dengan banyaknya kasus kematian selama bulan Juni 2020.	Ledakan kasus Covid-19 juga mendorong pandemi ke arah, yaitu dengan melonjak populasi yang meninggal karena Covid-19. Jumlah kematian pada minggu pertama Januari adalah 1,5 kali lebih tinggi dari kematian minggu pertama Desember dan 1,8 kali dibandingkan dengan minggu pertama November. Jumlah kematian pada minggu pertama Januari juga lebih tinggi dari banyak kasus kematian selama 2020 Juni. 	3	True	paraphrase
covid19	Selain sudah terlambat mengantisipasi ledakan kasus Covid-19, kebijakan PPKM juga mencerminkan keengganan pemerintah untuk pengendalian mobilitas penduduk secara lebih ketat dan menyeluruh. Inti kebijakan PPKM adalah pembatasan tempat kerja dengan WFH, kegiatan sekolah dan perkuliahan dilakukan secara daring, pembatasan jam operasional dunia usaha, dan beberapa pembatasan lainnya.	Meskipun pemerintah sudah memulai program vaksinasi tetapi ini jauh dari kata memadai untuk membawa kembali perekonomian Indonesia pada pemulihan ekonomi yang lebih cepat pada tahun ini. Mengapa?	2	False	non-plagiarism
covid19	Masih adanya mobilitas penduduk di daerah yang belum terkendali akan membuat proses penularan atau transmisi virus Corona dari orang ke orang lain terus terjadi sehingga kebijakan pembatasan “setengah hati” akan sia-sia. Karena hasilnya pandemi tetap tidak terkendali sedangkan ekonomi juga tidak dapat bergerak sesuai harapan. Sedangkan pembatasan yang lebih longgar seperti PPKM ini hanya dapat dilakukan secara efektif untuk daerah-daerah yang pandeminya sudah terkendali sesuai standar WHO.	Mereka adalah generasi yang secara umum memenuhi lapangan kerja pada saat ini sehingga mobilitas mereka yang tinggi terkait dengan mobilitas kerja mereka. Mereka juga juga cenderung relatif mapan untuk memenuhi kebutuhan pangan dengan berbelanja dan makan di restoran	3	False	non-plagiarism
covid19	Pelongggaran ekonomi yang dilakukan pemerintah selama ini digaungkan sebagai strategi untuk menyeimbangkan penanganan pandemi Covid-19 antara aspek ekonomi dengan kesehatan. Padahal ada trade-off antara keduanya sehingga kita harus memilih mengedepankan kepentingan kesehatan dalam upaya pengendalian pandemi Covid-19 dan meletakkan pelonggaran ekonomi di belakangnya.	Pada bulan Juni, rata-rata kasus baru bertambah sebesar 997 kasus setiap harinya. Penduduk yang terinfeksi kemudian melonjak drastis pada bulan Oktober menjadi 3.970 kasus baru	2	False	non-plagiarism
covid19	Negara-negara yang gagal dalam penanganan pandemi pada umumnya adalah ketika mereka berusaha melakukan pelonggaran ekonomi di tengah wabah yang belum terkendali. Akibatnya kasus yang sudah melandai di negara tersebut kembali melonjak dengan ledakan kasus infeksi dan kematian Covid-19 yang lebih besar dibandingkan gelombang pertama seperti yang terjadi di Eropa.	Negara-negara nan gagal batin (hati) penyelesaian endemi sedang umumnya adalah waktu mereka berusaha melakukan pelonggaran perniagaan dekat pusat epidemi nan belum teratur Akibatnya hal yang telah menurun dalam kesultanan tersebut kembali merabung dengan ledakan afair kontaminasi bersama akhir hidup Covid-19 nan kian besar dibandingkan aliran pertama sebagaimana nan berlangsung di Eropa 	2	True	structural change
covid19	Agar Indonesia dapat melakukan pemulihan (recovery) dengan cepat maka strategi terdepan yang harus diterapkan adalah mempercepat pengendalian pandemi terlebih dahulu. Jika pandemi sudah terkendali dan tidak ada kasus baru lagi dalam rentang waktu tertentu, maka kegiatan ekonomi dapat dilonggarkan secara bertahap dengan tetap menerapkan protokol kesehatan secara ketat.	So that  Indonesia dapat melakukan pemulihan (recovery) dengan cepat then  strategi terdepan yang must  diterapkan adalah mempercepat control  pandemic  especially  In the past. If  pandemi sudah terkendali dan tidak ada kasus new  lagi dalam rentang time  tertentu, maka kegiatan Economy  could  relaxed  in  bertahap dengan tetap menerapkan protocol  kesehatan secara ketat.	2	True	translated
covid19	Seperti kita ketahui, pada masa awal terjadinya pandemi di China yang mulai menyebar ke seluruh penjuru dunia, para pejabat di pusat mengeluarkan berbagai pernyataan yang kontradiktif. Sikap para pejabat tersebut melambangkan ketidakseriusan dalam mengantisipasi potensi masuknya wabah virus Corona (SARS-CoV-2) di Indonesia. Bahkan kebijakan yang dilakukan pemerintah pusat pada saat itu adalah mempromosikan pariwisata untuk menarik wisatawan dari luar negeri. Sebuah langkah yang ironis untuk mencegah masuknya virus Corona.	Seperti yang kita ketahui, pada hari-hari awal terjadinya pandemi di Tiongkok yang mulai menyebar ke seluruh dunia, pejabat di tengah mengeluarkan berbagai pernyataan kontradiktif. Sikap pejabat melambangkan keseriusan dalam mengantisipasi potensi masuknya wabah Virus Corona (SARS-COV-2) di Indonesia. Bahkan kebijakan yang dibuat oleh pemerintah pusat pada saat itu mempromosikan pariwisata untuk menarik wisatawan dari luar negeri. Langkahnya ironis untuk mencegah masuknya virus korona. 	4	True	paraphrase
covid19	Pada akhirnya pemerintah secara resmi mengakui adanya penduduk Indonesia yang terinfeksi virus Corona pada 2 Maret. Namun terjadi tarik ulur yang berkepanjangan soal penerapan Undang-Undang Nomor 6 Tahun 2018 tentang Kekarantinaan Kesehatan untuk pencegahan penularan dan penyebaran virus Corona. Pemerintah Pusat mengambil langkah tidak menerapkan UU Kekarantinaan Kesehatan dan memilih kebijakan Pembatasan Sosial Berskala Besar atau PSBB yang diterapkan pertama kali di DKI Jakarta mulai 10 April 2020.	Pada akhirnya pemerintah secara resmi mengakui adanya penduduk Indonesia yang terinfeksi virus Corona pada 2 Maret. Namun terjadi tarik ulur yang berkepanjangan soal penerapan Undang-Undang Nomor 6 Tahun 2018 tentang Kekarantinaan Kesehatan untuk pencegahan penularan dan penyebaran virus Corona. Pemerintah Pusat mengambil langkah tidak menerapkan UU Kekarantinaan Kesehatan dan memilih kebijakan Pembatasan Sosial Berskala Besar atau PSBB yang diterapkan pertama kali di DKI Jakarta mulai 10 April 2020.	3	True	literal
covid19	Hampir dua bulan PSBB berjalan di sejumlah daerah, Pemerintah Pusat kembali membuat pelonggaran melalui strategi New Normal mulai bulan Juni untuk memberikan relaksasi ekonomi pada masa pandemi. Kebijakan New Normal yang kemudian istilahnya diralat menjadi Adaptasi Kebiasaan Baru dilakukan pada saat kasus positif Covid-19 di Indonesia semakin menanjak. Tentu ini langkah yang aneh dan menunjukkan tidak jelasnya arah penanganan pandemi Covid-19 di Indonesia.	Hampir dua bulan PSBB berangkat pada sebanyak medan Pemerintah Pusat balik membuat pelonggaran melintasi kebijakan New Normal berangkat kamar Juni untuk memberikan relaksasi perdagangan pada masa endemi Kebijakan New Normal nan kemudian istilahnya diralat sebagai Adaptasi Kebiasaan Baru dilakukan puas detik peristiwa positif Covid-19 di Indonesia semakin bertambah Tentu ini gajak yang abnormal serta menerangkan enggak  jelasnya petunjuk penanganan pagebluk Covid-19 di Indonesia 	3	True	structural change
covid19	Pada masa PSBB di bulan Mei yang lalu rata-rata setiap hari bertambah sebanyak 528 kasus baru. Sejak dimulainya New Normal, jumlah kasus baru bukannya menurun tetapi semakin menanjak	Pada era PSBB di candra Mei nan kalakian pertengahan setiap hari bertambah sebesar 528 kasus baru Sejak dimulainya New Normal besaran kasus anyar bukannya mendarat lamun semakin berkembang	2	True	structural change
covid19	Pada bulan Juni, rata-rata kasus baru bertambah sebesar 997 kasus setiap harinya. Penduduk yang terinfeksi kemudian melonjak drastis pada bulan Oktober menjadi 3.970 kasus baru	Ancaman penularan Covid-19 menjadi lebih cepat dan lebih banyak penduduk terinfeksi dapat terjadi seiring dengan sudah masuknya virus Corona varian baru dari Inggris di Indonesia dan Kalimantan Selatan. Hal ini berdasarkan adanya temuan sampel virus B117 di Kalimantan Selatan baru-baru ini.	2	False	non-plagiarism
covid19	Kini (20/11) jumlah penduduk Indonesia yang terkonfirmasi positif Covid-19 sudah mecapai lebih dari 488 ribu orang dan dalam beberapa hari ke depan akan tembus lebih dari 500 ribu kasus. Adapun jumlah penduduk yang meninggal karena Covid-19 sudah mencapai lebih dari 15 ribu kematian.	Kini (20/11) jumlah penduduk Indonesia yang terkonfirmasi positif Covid-19 sudah mecapai lebih dari 488 ribu orang dan dalam beberapa hari ke depan akan tembus lebih dari 500 ribu kasus	2	True	partial literal
covid19	Ketiga, keberadaan Peta Zonasi Resiko justru harus diperkuat dengan meningkatkan angka testing Covid-19 sesuai kriteria WHO, yaitu sebanyak 1/1000 penduduk setiap minggunya. Permasalahannya adalah angka test PCR di Indonesia masih sangat rendah	Salah satu kemungkinan akibat rendahnya jumlah penduduk yang terjaring testing adalah angka positive rate cenderung tinggi. Positive rate adalah perbandingan antara jumlah penduduk yang hasil tesnya positif dengan jumlah penduduk yang diambil sampel spesimennya. WHO menetapkan kriteria epidemiologi bahwa jika angka positive rate di bawah 5 persen selama paling sedikit 2 minggu terakhir maka pandemi mulai terkendail.	2	False	non-plagiarism
covid19	Jika berdasarkan kriteria WHO, maka setiap minggu jumlah penduduk yang menjalani pemeriksaan PCR minimal sebanyak 267 ribu orang. Namun pemeriksaan PCR di Indonesia belum dapat memenuhi standar tersebut	Kecenderungan menurunnya rata-rata tes harian di Indonesia dalam 2 minggu terakhir menunjukkan semakin melonggarnya penerapan strategi 3T. Padahal yang harus kita lakukan adalah terus meningkatkan jumlah tes harian agar semakin besar potensi untuk menjaring dan mengisolasi pertumbuhan dan penyebaran virus Corona di Indonesia. Sementara pada saat ini yang terjadi justru kebalikannya yaitu melemah di saat tes harian masih jauh dari cukup.	2	False	non-plagiarism
covid19	Berdasarkan data Satgas Covid-19 Nasional, angka test PCR pada minggu II bulan November hanya mencapai 86 persen standar WHO. Bahkan pada minggu IV Oktober hanya mencapai 63 persen saja.	Berdasarkan bukti Satgas Covid-19 Nasional bilangan test PCR pada minggu II candra November namun mencapai 86 bayaran penyokong WHO Bahkan atas minggu IV Oktober hanya mencapai 63 bayaran sendiri 	2	True	structural change
covid19	Selain belum memenuhi standar WHO, sebaran jumlah penduduk yang menjalani tes PCR juga tidak merata. Berdasarkan data dari KawalCovid19.id dan Corona.Jakarta.go.id, hingga 19 November dari sebanyak 3,5 juta penduduk yang telah menjalani tes Covid-19, sekitar 43 persen di antaranya atau hampir 1,5 juta orang merupakan penduduk DKI Jakarta. Sedangkan pada minggu II November, dari 233 ribu orang yang menjalan tes PCR, lebih dari 74 ribu adalah penduduk DKI Jakarta.	Selain belum memenuhi standar WHO, sebaran jumlah penduduk yang menjalani tes PCR juga tidak merata. Berdasarkan data dari KawalCovid19.id dan Corona.Jakarta.go.id, hingga 19 November dari sebanyak 3,5 juta penduduk yang telah menjalani tes Covid-19, sekitar 43 persen di antaranya atau hampir 1,5 juta orang merupakan penduduk DKI Jakarta. Sedangkan pada minggu II November, dari 233 ribu orang yang menjalan tes PCR, lebih dari 74 ribu adalah penduduk DKI Jakarta.	3	True	literal
covid19	Keempat, angka positive rate nasional masih tinggi, yaitu sekitar 13 persen khusus bulan November. Angka ini masih jauh dari standar WHO yang menyatakan pandemi dapat dikatakan mulai terkendali jika positve rate berada pada level 5 persen ke bawah dalam waktu 2 minggu berturut-turut.	Keempat, tingkat positif nasional masih tinggi, yaitu sekitar 13 persen khusus pada bulan November. Angka ini masih jauh dari standar WHO yang menyatakan pandemi dapat dikatakan dikendalikan jika tingkat positve berada pada level 5 persen turun dalam 2 minggu berturut-turut. 	2	True	paraphrase
covid19	Kelima, anggapan bahwa Pemerintah Daerah sendiri yang paling tahu situasi pandemi di daerahnya kurang tepat. Sebab tidak sedikit daerah yang bermasalah dengan “alat ukur” untuk menggambarkan situasi dan kondisi pandemi, terutama terkait dengan kriteria WHO tersebut. Seperti jumlah testing yang sangat rendah jauh dari standar WHO dan positive rate yang sangat tinggi.	Pemerintah misalnya perlu menginisiasi agar pasar tradisional terdigitalisasi. Tentu ini bukan program dengan orientasi jangka pendek tetapi jangka menengah dan panjang. Sebab pandemi Covid-19 dapat berlangsung dalam waktu lama bila cara penanganannya adalah business as usual (BAU).	3	False	non-plagiarism
covid19	Di sebagian daerah di Indonesia ada kecenderungan semakin turunnya jumlah tes Covid-19 sejak bulan Agustus. Turunnya jumlah tes tersebut menyebabkan turunnya tambahan kasus baru di daerah-daerah tersebut. Ada kecurigaan penurunan tes PCR di berbagai daerah tersebut terkait dengan momen PILKADA.	Selain sudah terlambat mengantisipasi ledakan kasus Covid-19, kebijakan PPKM juga mencerminkan keengganan pemerintah untuk pengendalian mobilitas penduduk secara lebih ketat dan menyeluruh. Inti kebijakan PPKM adalah pembatasan tempat kerja dengan WFH, kegiatan sekolah dan perkuliahan dilakukan secara daring, pembatasan jam operasional dunia usaha, dan beberapa pembatasan lainnya.	3	False	non-plagiarism
covid19	Meskipun terjadi penurunan kasus baru penduduk yang terinfeksi virus Corona karena turunnya jumlah tes PCR, daerah-daerah tersebut mengalami positive rate yang sangat tinggi. Bahkan ada daerah yang angka positive rate-nya di atas 40 persen dengan jumlah tes yang sangat minim merasa pandeminya sudah terkendali sehingga ingin membuka sekolah. Bisa dibayangkan bagaimana resiko pembukaan pembelajaran tatap muka untuk daerah dengan kondisi seperti itu.	Meskipun ada penurunan kasus populasi baru yang terinfeksi virus korona karena penurunan jumlah tes PCR, area-area ini mengalami tingkat positif yang sangat tinggi. Bahkan ada area yang tingkat positifnya di atas 40 persen dengan tes yang sangat minim, merasa pandalnya dikendalikan sehingga ia ingin membuka sekolah. Anda dapat membayangkan bagaimana risiko pembukaan pembelajaran tatap muka untuk daerah dengan kondisi seperti itu. 	3	True	paraphrase
covid19	Keenam, resiko penularan virus Corona tidak hanya dapat terjadi di dalam sekolah tetapi juga di luar sekolah. Meskipun misalnya suatu sekolah sudah sangat ketat dalam melaksanakan protokol kesehatan dalam proses pembelajaran, pihak sekolah tidak dapat mengontrol bagaimana resiko mobilitas guru dan murid saat berangkat dan pulang dari sekolah	Selain belum memenuhi standar WHO, sebaran jumlah penduduk yang menjalani tes PCR juga tidak merata. Berdasarkan data dari KawalCovid19.id dan Corona.Jakarta.go.id, hingga 19 November dari sebanyak 3,5 juta penduduk yang telah menjalani tes Covid-19, sekitar 43 persen di antaranya atau hampir 1,5 juta orang merupakan penduduk DKI Jakarta. Sedangkan pada minggu II November, dari 233 ribu orang yang menjalan tes PCR, lebih dari 74 ribu adalah penduduk DKI Jakarta.	2	False	non-plagiarism
covid19	Perkembangan kasus baru terkonfirmasi Covid-19 menunjukkan pelambatan. Hal ini cukup menggembirakan karena sebelumnya selama delapan bulan lebih pandemi di Indonesia tren kasus baru Covid-19 cenderung mengalami penanjakan. Ibarat mendaki gunung, perjalannya belum sampai ke puncak sehingga belum terjadi penurunan kasus.	Berdasarkan pengolahan data dari Dinas Kesehatan Provinsi Kalimantan Selatan, dalam kurun waktu 9 hari pertama di bulan Maret, penduduk yang terinfeksi Covid-19 di Kota Banjarmasin bertambah sebanyak 532 kasus sehingga total kasus secara kumulatif menjadi 5.981 orang. Dengan tambahan kasus sebanyak 532 penduduk yang terinfeksi, maka Kota Banjarmasin berkontribusi sebesar 34% dari 1.590 kasus baru di tingkat provinsi pada 1-9 Maret 2021 (lihat peta dan grafik di halaman ini).	3	False	non-plagiarism
covid19	Kasus tertinggi pada bulan Oktober tercatat pada hari ke-8 dengan tambahan jumlah penduduk yang terinfeksi sebanyak 4.850 kasus. Setelah itu perkembangan kasus harian berfluktuasi tetapi kecenderungannya menurun. Misalnya rata-rata kasus baru pada minggu ke-2 bulan Oktober adalah sebesar 4.148 kasus pe harinya, maka pada minggu ke-3 dan ke-4 menurun menjadi 4.061 dan 3.911 kasus baru. Sementara itu tambahan kasus baru pada 1-3 November ini jumlahnya sudah di bawah 3.000.	Setelah itu perkembangan kasus harian berfluktuasi tetapi kecenderungannya menurun. Misalnya rata-rata kasus baru pada minggu ke-2 bulan Oktober adalah sebesar 4.148 kasus pe harinya, maka pada minggu ke-3 dan ke-4 menurun menjadi 4.061 dan 3.911 kasus baru	4	True	partial literal
covid19	Dalam upaya menekan laju pertumbuhan dan penyebaran Covid-19 maka strategi 3M; memakai masker, menjaga jarak, dan mencuci tangan serta 3T; testing, tracing, dan treatment sangat penting untuk dapat diimplimentasi dan dilaksankan secara konsisten. Hanya saja seiring dengan pelambatan pertumbuhan kasus baru dalam dua minggu terakhir, jumlah penduduk yang dites dengan PCR juga mengalami penurunan.	Kontraksi ekonomi ini memang tidak separah yang dialami negara-negara lain. Bahkan sejak pertumbuhan jatuh di minus 5.32 persen di triwulan II 2020, kedalaman kontraksi menjadi lebih rendah, yaitu berada pada angka negatif 2,20 persen pada triwulan IV 2020.	2	False	non-plagiarism
covid19	Jika pada minggu ke-2 Oktober rata-rata ada 33.990 penduduk yang keluar hasil sampel spesimennya per hari, maka pada minggu ke-3 dan ke-4 hasil tes turun menjadi 29.390 dan 27.376 penduduk per harinya. Turunnya angka testing ini berimplikasi pada penurunan jumlah kasus baru yang terkonfirmasi Covid-19. Hal ini tentu saja membuat keyakinan akan tren penurunan kasus baru menjadi melemah. Sebab penurunan kasus baru memiliki kaitan dengan penurunan tes PCR.	Jika atas minggu ke-2 Oktober rata-rata sedia 33 990 masyarakat yang pensiun hasil representatif spesimennya per musim alkisah pada minggu ke-3 bersama ke-4 rakitan eksamen membumi menjadi 29 390 beserta 27 376 masyarakat per harinya Turunnya bilangan testing ini berimplikasi pada depresiasi total afair terakhir yang terkonfirmasi Covid-19 Hal ini absolut saja melahirkan itikad hendak tendensi penurunan kasus a hijau menjadi melemah Sebab depresiasi kasus anyar menyimpan gancu menggunakan penurunan tes PCR 	4	True	structural change
covid19	Salah satu kemungkinan akibat rendahnya jumlah penduduk yang terjaring testing adalah angka positive rate cenderung tinggi. Positive rate adalah perbandingan antara jumlah penduduk yang hasil tesnya positif dengan jumlah penduduk yang diambil sampel spesimennya. WHO menetapkan kriteria epidemiologi bahwa jika angka positive rate di bawah 5 persen selama paling sedikit 2 minggu terakhir maka pandemi mulai terkendail.	Salah esa kemungkinan balasan rendahnya total warga nan tertipu testing adalah poin positive rate cenderung tinggi Positive rate ialah perbandingan jarak total warga nan produk tesnya positif pakai  jumlah penduduk nan diambil percontoh spesimennya barometer  epidemiologi ditetap WHO bahwa jika biji positive rate pada rendah 5 komisi semasih paling segelintir 2 minggu terakhir maka pandemi berangkat terkendail 	3	True	structural change
covid19	Untuk kasus Indonesia angka positive rate masih tinggi. Pada 3 November, akumulasi jumlah penduduk yang terkonfirmasi positif Covid-19 sudah mencapai 418.375 kasus dan dengan jumlah penduduk yang sudah menjalani pengambilan sampl swab dan tes PCR sebanyak 2,94 juta maka angka positive rate nasional adalah 14.22 persen. Angka 14 persen positive rate memiliki makna bahwa setiap 100 penduduk yang diambil sampel tesnya, maka rata-rata terdapat 14 orang yang hasilnya terkonfirmasi terinfeksi virus Corona.	Keempat, angka positive rate nasional masih tinggi, yaitu sekitar 13 persen khusus bulan November. Angka ini masih jauh dari standar WHO yang menyatakan pandemi dapat dikatakan mulai terkendali jika positve rate berada pada level 5 persen ke bawah dalam waktu 2 minggu berturut-turut.	3	False	non-plagiarism
covid19	Mengenai penurunan kasus positif harian dalam dua minggu terakhir yang diindikasikan karena turunnya jumlah pendudukan yang diambil sampel tesnya dapat dikaitkan pula dengan angka positive rate. Misalnya ketika jumlah hasil tes PCR penduduk menurun pada minggu ke-3 dan ke-4 Oktober, maka angka positive rate mengalami peningkatan. Pada minggu ke-2 Oktober rata-rata positive rate harian berada pada level 13 persen, maka pada minggu ke-3 dan ke-4 naik positive rate harian naik menjadi 14 persen dan 15 persen.	Kecenderungan menurunnya rata-rata tes harian di Indonesia dalam 2 minggu terakhir menunjukkan semakin melonggarnya penerapan strategi 3T. Padahal yang harus kita lakukan adalah terus meningkatkan jumlah tes harian agar semakin besar potensi untuk menjaring dan mengisolasi pertumbuhan dan penyebaran virus Corona di Indonesia. Sementara pada saat ini yang terjadi justru kebalikannya yaitu melemah di saat tes harian masih jauh dari cukup.	3	False	non-plagiarism
covid19	Rendahnya statistik tes Covid-19 Indonesia akan terlihat jika dibandingkan secara relatif dengan negara-negara lain. Misalnya rata-rata jumlah tes yang diambil per 1.000 penduduk di Indonesia pada 30 Oktober baru sebanyak 17 sampel	Padahal kunci pemulihan ekonomi adalah pengendalian pandemi Covid-19. Hal ini menjadi tanggung jawab negara untuk melindungi kemaslahatan masyarakat dari bahaya wabah penyakit dan goncangan ekonomi sebagaimana hadis Nabi Muhammad SAW dalam riwayat Bukhari dan Muslim, “Seorang pemimpin adalah pemelihara dan pengatur urusan (rakyat), dan dia akan dimintai pertanggungjawabannya terhadap rakyatnya.”.	2	False	non-plagiarism
covid19	Dibandingkan dengan negara berkembang seperti Turki dan Iran, Indonesia cukup tertinggal. Kedua negara tersebut sudah mengambil tes sebanyak 163 dan 58 sampel per 1.000 penduduk	Kontraksi ekonomi ini memang tidak separah yang dialami negara-negara lain. Bahkan sejak pertumbuhan jatuh di minus 5.32 persen di triwulan II 2020, kedalaman kontraksi menjadi lebih rendah, yaitu berada pada angka negatif 2,20 persen pada triwulan IV 2020.	2	False	non-plagiarism
covid19	Sedangkan negara maju seperti Amerika Serikat dan Inggris rata-rata sudah mengambil tes sebanyak 441 dan 418 sampel per 1.000 ribu penduduk.	Meskipun pemerintah sudah memulai program vaksinasi tetapi ini jauh dari kata memadai untuk membawa kembali perekonomian Indonesia pada pemulihan ekonomi yang lebih cepat pada tahun ini. Mengapa?	1	False	non-plagiarism
covid19	Angka ini akan semakin rendah jika menggunakan ukuran rasio jumlah warga yang menjalani tes per 1.000 penduduk dibandingkan dengan jumlah sampel per 1.000 penduduk. Hal ini karena seseorang menjalani pengambilan tes lebih dari satu kali. Misalnya per 30 Okotber jumlah aggota masyarakat yang sudah menjalani tes pemeriksaan Covid-19 adalah rata-rata sebanyak 11 orang per 1.000 penduduk.	Kecenderungan menurunnya rata-rata tes harian di Indonesia dalam 2 minggu terakhir menunjukkan semakin melonggarnya penerapan strategi 3T. Padahal yang harus kita lakukan adalah terus meningkatkan jumlah tes harian agar semakin besar potensi untuk menjaring dan mengisolasi pertumbuhan dan penyebaran virus Corona di Indonesia. Sementara pada saat ini yang terjadi justru kebalikannya yaitu melemah di saat tes harian masih jauh dari cukup.	3	False	non-plagiarism
covid19	Kondisi ini menyebabkan perkembangan kasus terkonfirmasi positif di Indonesia sebenarnya tidak dapat dibandingkan secara langsung atau apple to apple dengan negara lain yang jumlah tesnya per 1.000 penduduk jauh lebih tinggi. Begitu pula semakin cerahnya warna zonasi resiko Covid-19 di berbagai wilayah di Indonesia juga belum betul-betul menjamin bahwa memang kasusnya sudah minim karena masih sangat rendahnya angka tes harian kita.	Pada tahun 2021 Kalimantan Selatan mengalami berbagai rentetan ledakan kasus. Per 11 April, jumlah penduduk Kalimantan Selatan yang telah dikonfirmasi positif Covid-19 sudah mencapai 30.397 orang di mana sebanyak 15.097 kasus terjadi di sepanjang awal tahun 2021 hingga 11 April. Kondisi ini sangat memprihatinkan, terlebih di setiap tambahan kasus positif selalu diikuti dengan meningkatnya risiko jumlah penduduk yang meninggal.	2	False	non-plagiarism
covid19	Kecenderungan menurunnya rata-rata tes harian di Indonesia dalam 2 minggu terakhir menunjukkan semakin melonggarnya penerapan strategi 3T. Padahal yang harus kita lakukan adalah terus meningkatkan jumlah tes harian agar semakin besar potensi untuk menjaring dan mengisolasi pertumbuhan dan penyebaran virus Corona di Indonesia. Sementara pada saat ini yang terjadi justru kebalikannya yaitu melemah di saat tes harian masih jauh dari cukup.	Kecenderungan penurunan tes harian rata-rata di Indonesia dalam 2 minggu terakhir menunjukkan semakin mudah kehilangan penerapan strategi 3T. Meskipun apa yang harus kita lakukan adalah terus meningkatkan jumlah tes harian sehingga semakin besar potensi untuk menangkap dan mengisolasi pertumbuhan dan penyebaran virus korona di Indonesia. Sementara saat ini apa yang terjadi justru kebalikan dari melemah ketika tes harian masih jauh dari cukup. 	3	True	paraphrase
covid19	Parahnya pelonggaran ini terjadi justru di tengah pilkada dan semakin dibukanya kegiatan ekonomi yang memicu mobilitas dan interaksi penduduk. Hal ini sangat berbahaya karena akan menjadi bom waktu ledakan kasus ke depannya. Semoga kita tidak terlambat mencegahnya. [Muttaq.in]	[Muttaq.in]. Semoga kita tidak terlambat mencegahnya	4	True	partial literal
covid19	Perkembangan kasus Covid-19 di Indonesia pada bulan Maret cukup menggembirakan karena terjadi penurunan kasus konfirmasi positif dan kasus kematian dibandingkan situasi di bulan Februari 2021. Penurunan tersebut masing-masing sebanyak 31% untuk kasus positif dan 24% kasus kematian.	Meskipun pemerintah sudah memulai program vaksinasi tetapi ini jauh dari kata memadai untuk membawa kembali perekonomian Indonesia pada pemulihan ekonomi yang lebih cepat pada tahun ini. Mengapa?	2	False	non-plagiarism
covid19	Adapun pasien Covid-19 yang mendapatkan kesembuhan di bulan Maret, jumlahnya lebih besar 16% dibandingkan jumlah kasus positif. Meskipun demikian, jumlah kasus kesembuhan menurun 24% dibandingkan dengan kesembuhan di bulan Februari.	Sedangkan untuk pasien Covid-19 yang menerima penyembuhan pada bulan Maret, jumlahnya lebih besar dari 16% dibandingkan dengan jumlah kasus positif. Meski begitu, jumlah kasus penyembuhan menurun sebesar 24% dibandingkan dengan penyembuhan pada bulan Februari. 	2	True	paraphrase
